StateCode,Division,YearMonth,Year,Month,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
4,3,1921-7,1921,7,0.05,65.6,0,0,-0.01,0.67,79,61,-1.34,-0.11,0.72,-0.89,0.15,0.42,-0.52,47.8,83.4
4,3,1921-8,1921,8,0.08,62.8,-0.28,-0.28,-0.84,0.32,41,109,-0.81,-1.72,-0.49,-0.48,-0.08,0.22,-0.5,46,79.6
4,3,1921-9,1921,9,0.2,54.5,-0.56,-0.56,-0.92,-0.56,0,315,-0.56,-1.03,-1.54,-0.55,-0.34,0.17,-0.59,37.6,71.3
4,3,1921-10,1921,10,0.36,48.4,-1.06,-1.06,-1.68,-1.06,0,515,-0.89,-1.17,-1.4,-0.46,-1.41,-0.12,-0.61,32.5,64.4
4,3,1921-11,1921,11,0.86,39,-1.68,-1.68,-2.19,-1.68,0,780,-0.83,-1.33,-1.62,-1.77,-1.43,-0.6,-0.56,25.1,52.8
4,3,1921-12,1921,12,4.7,31.7,-1.14,-1.14,1.12,-0.51,0,1032,0.82,0.23,-0.07,-0.4,-0.38,-0.41,-0.4,21.2,42.1
4,3,1922-1,1922,1,1.83,21.6,-1.5,-1.5,-1.45,-1.5,0,1345,-0.42,0.22,-0.17,-0.57,-0.35,-1.12,-0.23,9.4,33.9
4,3,1922-2,1922,2,6.55,25.4,1.48,1.48,4.45,1.48,0,1109,1.48,0.68,0.86,0.29,0.18,-0.03,0.4,16.2,34.7
4,3,1922-3,1922,3,1.92,30.5,-0.01,1.32,-0.02,1.24,0,1070,-0.16,1.05,0.47,0.23,0.07,0.03,0.18,19.4,41.6
4,3,1922-4,1922,4,0.63,37.5,-0.27,0.92,-0.8,0.32,0,825,-0.99,-0.63,0.74,0.24,-0.02,0.1,0.03,24.2,50.8
4,3,1922-5,1922,5,1.1,49.1,-0.33,0.74,-0.27,-0.04,0,493,-0.09,-0.83,-0.69,0.46,-0.02,-0.13,0.15,34.3,64
4,3,1922-6,1922,6,0.89,59.4,-0.28,0.68,0.05,-0.1,21,189,0.37,0,-0.62,0.21,0.06,-0.1,0.14,43.5,75.3
4,3,1922-7,1922,7,0.46,67,-0.33,-0.33,-0.25,-0.33,103,41,0.51,0.43,0.1,0.69,0.23,-0.03,0.18,50.3,83.7
4,3,1922-8,1922,8,0.37,61.8,-0.39,-0.39,-0.28,-0.39,30,129,0.34,0.42,0.35,-0.47,0.49,0.02,0.08,45.5,78.1
4,3,1922-9,1922,9,0.05,59.1,-0.87,-0.87,-1.55,-0.87,14,191,-1.37,-0.65,-0.38,-0.79,0.14,0,0.03,41.5,76.8
4,3,1922-10,1922,10,0.88,45.9,-0.97,-0.97,-0.56,-0.97,0,592,-0.15,-0.7,-0.63,-0.54,0.44,0.08,-0.12,31.9,60
4,3,1922-11,1922,11,2.12,32.8,-0.89,-0.89,-0.07,-0.89,0,966,0.18,-0.07,-0.35,-0.25,-0.72,0.28,-0.25,21.2,44.5
4,3,1922-12,1922,12,5.39,31.5,0.71,0.71,2.12,0.71,0,1039,1.04,0.8,0.65,0.54,0.23,0.42,-0.08,22.8,40.2
4,3,1923-1,1923,1,2.97,29.4,0.74,0.74,0.31,0.74,0,1104,0.11,0.64,0.53,0.33,0.29,0.58,-0.35,18.5,40.3
4,3,1923-2,1923,2,0.75,26.5,-0.66,-0.66,-1.98,-0.66,0,1078,-1.26,-0.69,0.07,-0.18,-0.16,-0.48,-0.37,13.1,39.8
4,3,1923-3,1923,3,0.4,36.4,-1.49,-1.49,-2.69,-1.49,0,887,-2.25,-2.87,-1.37,-0.47,-0.56,-0.75,-0.54,22.6,50.2
4,3,1923-4,1923,4,2.24,40,0.45,-0.89,1.34,-0.09,0,750,0.86,-0.57,-1.37,-0.22,-0.39,-0.38,-0.31,28.6,51.4
4,3,1923-5,1923,5,1.33,49.1,0.45,-0.75,0.15,0.15,0,493,0.19,0.66,-0.49,-0.21,-0.39,-0.37,-0.42,35.3,63
4,3,1923-6,1923,6,1.72,51.3,1.15,1.15,2.23,1.15,0,411,1.3,0.88,1.08,-0.61,-0.12,-0.19,-0.31,37.5,65.2
4,3,1923-7,1923,7,0.32,63.6,1.61,1.61,1.76,1.61,49,93,0.1,1.13,0.81,-0.81,-0.05,-0.21,-0.27,46.4,80.8
4,3,1923-8,1923,8,0.41,61.8,1.77,1.77,0.96,1.77,30,129,0.44,0.24,1.04,0,-0.01,-0.2,-0.22,44.7,78.8
4,3,1923-9,1923,9,1.51,56.9,2.38,2.38,2.38,2.38,6,249,1.46,1.29,1.11,1.34,-0.34,0.05,-0.06,42.2,71.6
4,3,1923-10,1923,10,1.5,44.4,2.38,2.38,0.75,2.38,0,639,0.46,1.02,0.99,1.23,-0.27,0.15,0.06,31.3,57.4
4,3,1923-11,1923,11,0.44,39.5,-0.84,1.29,-2.53,0.12,0,765,-1.36,-0.73,-0.12,0.29,-0.21,-0.15,0.03,25.1,53.8
4,3,1923-12,1923,12,1.33,28.7,-1.47,-1.47,-2.14,-1.47,0,1125,-0.72,-1.29,-1.05,-0.68,-0.07,-1,-0.43,16.8,40.6
4,3,1924-1,1924,1,1.06,25,-2.36,-2.36,-3.12,-2.36,0,1240,-0.98,-1.22,-1.62,-1.11,-0.77,-1.47,-0.55,11.8,38.2
4,3,1924-2,1924,2,1,37.1,-3.39,-3.39,-3.83,-3.39,0,781,-1.01,-1.56,-1.69,-1.5,-1.22,-1.41,-1.2,24.1,50.1
4,3,1924-3,1924,3,1.84,32.7,-3.7,-3.7,-1.97,-3.7,0,1001,-0.22,-1.01,-1.47,-1.79,-1.57,-1.03,-1.22,21.4,44.1
4,3,1924-4,1924,4,0.61,42.6,-3.88,-3.88,-1.69,-3.88,0,672,-1.03,-0.71,-1.34,-2.14,-1.69,-1.37,-1.2,27.7,57.4
4,3,1924-5,1924,5,0.07,54.8,-4.67,-4.67,-3.57,-4.67,10,326,-2.1,-2.52,-1.65,-2.37,-2.02,-1.71,-1.37,38.1,71.6
4,3,1924-6,1924,6,0.06,58.2,-5.43,-5.43,-3.71,-5.43,15,219,-1.38,-2.38,-2.45,-2.51,-2.43,-2.26,-1.5,40.4,76.1
4,3,1924-7,1924,7,0.01,64.5,-6.07,-6.07,-3.61,-6.07,62,78,-1.94,-2.36,-3.09,-3.09,-3.02,-2.32,-1.61,46.2,82.8
4,3,1924-8,1924,8,0.11,61.7,-6.08,-6.08,-1.9,-6.08,29,131,-0.62,-1.81,-1.99,-3.09,-3.09,-2.44,-1.69,43.5,80
4,3,1924-9,1924,9,0.28,55.6,-5.81,-5.81,-1.07,-5.81,0,286,-0.31,-0.72,-1.34,-3.09,-3.09,-2.81,-1.62,37.7,73.4
4,3,1924-10,1924,10,3,44.3,1.04,-4.17,3.13,-2.96,0,642,1.49,1.19,0.97,-0.68,-1.53,-2.18,-1.25,31.7,57
4,3,1924-11,1924,11,1.79,36.6,-0.12,-3.86,-0.36,-2.76,0,852,-0.04,0.79,0.64,-0.01,-0.98,-1.85,-1.32,24.3,48.8
4,3,1924-12,1924,12,2.53,25.6,-0.29,-3.65,-0.55,-2.71,0,1221,-0.03,-0.19,0.36,0.08,-0.81,-1.7,-1.91,14.6,36.5
4,3,1925-1,1925,1,0.98,31.3,-1.01,-4.02,-2.25,-3.82,0,1045,-1.06,-0.7,-0.74,-0.39,-0.98,-1.64,-2.07,20.2,42.4
4,3,1925-2,1925,2,4.85,34.8,0.7,-2.91,2.09,-1.89,0,846,0.96,0.03,-0.1,0.08,-0.21,-0.76,-1.39,24.7,44.9
4,3,1925-3,1925,3,1.77,37.6,0.27,-2.97,-1.07,-2.3,0,849,-0.27,0.54,-0.16,0,-0.16,-0.74,-1.22,24.8,50.6
4,3,1925-4,1925,4,2.07,43,0.46,-2.45,0.65,-1.51,0,660,0.72,0.12,0.64,-0.2,0.02,-0.4,-1.22,30.8,55.1
4,3,1925-5,1925,5,1.32,51.1,0.38,-2.23,-0.1,-1.31,0,431,0.17,0.55,0.1,-0.12,0.05,-0.2,-1.25,38,64.2
4,3,1925-6,1925,6,1.07,57.3,0.52,-1.82,0.54,-0.71,12,243,0.6,0.36,0.61,0.03,0.15,0,-1.34,42.2,72.4
4,3,1925-7,1925,7,0.88,66.4,0.85,-1.24,1.17,0.21,93,49,1.4,1.05,0.74,0.79,-0.05,0.15,-1.29,49.9,82.8
4,3,1925-8,1925,8,1.01,60.8,1.4,1.4,1.89,1.4,21,152,1.53,1.72,1.47,0.6,0.16,0.29,-1.22,44.8,76.7
4,3,1925-9,1925,9,1.21,51.4,1.88,1.88,1.88,1.88,0,408,1.16,1.54,1.76,1.36,0.4,0.43,-1.24,36.8,66
4,3,1925-10,1925,10,1.59,44.8,1.97,1.97,0.86,1.97,0,626,0.54,0.89,1.22,1.39,1.08,0.21,-1.19,30.2,59.5
4,3,1925-11,1925,11,1.37,35.6,-0.34,1.43,-1.03,0.88,0,882,-0.35,-0.09,0.24,0.79,0.5,0.14,-1.07,24.2,47
4,3,1925-12,1925,12,1.14,31.8,-1.01,0.57,-2.12,-0.98,0,1029,-0.86,-0.93,-0.71,-0.08,0.16,-0.09,-1.21,20.3,43.3
4,3,1926-1,1926,1,2.58,28.8,-1.3,-1.3,-1.19,-1.3,0,1122,-0.05,-0.62,-0.81,-0.34,-0.15,0.13,-0.98,16.2,41.4
4,3,1926-2,1926,2,3.78,34.1,-0.97,-0.97,0.61,-0.53,0,865,0.57,0.18,-0.31,-0.29,0,-0.04,-0.54,24.1,44
4,3,1926-3,1926,3,0.43,41.6,-2,-2,-3.41,-2,0,725,-2.13,-0.31,-0.39,-0.82,-0.43,-0.26,-0.74,27.2,56
4,3,1926-4,1926,4,2.78,46.8,-1.42,-1.42,1.13,-0.83,0,546,1.26,-0.21,0.14,-0.58,-0.25,-0.11,-0.46,34.3,59.2
4,3,1926-5,1926,5,1,50.7,-1.47,-1.47,-0.6,-1.1,0,443,-0.22,0.79,-0.36,-0.51,-0.44,-0.19,-0.35,36.3,65.2
4,3,1926-6,1926,6,0.28,63.1,-1.81,-1.81,-1.47,-1.81,57,114,-0.72,-0.71,0.37,-0.25,-0.65,-0.3,-0.31,45.7,80.4
4,3,1926-7,1926,7,0.33,66.6,-2.22,-2.22,-1.8,-2.22,96,47,0.14,-0.66,-0.71,-0.13,-0.74,-0.4,-0.27,48.7,84.5
4,3,1926-8,1926,8,0.07,63.2,-2.53,-2.53,-1.61,-2.53,46,102,-0.88,-0.5,-1,-0.73,-0.67,-0.58,-0.26,45.4,81.1
4,3,1926-9,1926,9,0.07,52.9,-2.7,-2.7,-1.29,-2.7,0,363,-1.2,-1.56,-1.16,-0.11,-0.42,-0.78,-0.28,35.1,70.6
4,3,1926-10,1926,10,0.68,48.1,-2.81,-2.81,-1.15,-2.81,0,524,-0.39,-0.92,-1.16,-1.39,-0.52,-0.98,-0.57,32.4,63.8
4,3,1926-11,1926,11,7.02,41.7,1.6,-0.91,4.81,1.15,0,699,2.18,1.82,1.62,1.27,0.6,0.05,0.07,30.6,52.7
4,3,1926-12,1926,12,1.53,29.4,1.11,-1.15,-0.98,0.43,0,1104,-0.58,1.07,0.87,0.65,0.69,0.14,-0.07,19.3,39.6
4,3,1927-1,1927,1,2.07,30.7,0.77,-1.25,-0.68,0.02,0,1063,-0.29,-0.67,0.55,0.26,0.05,-0.03,0.03,20.3,41.1
4,3,1927-2,1927,2,5.1,32.3,1.63,1.63,2.81,1.63,0,916,1.04,0.4,-0.02,0.66,0.49,0.24,0.07,23.4,41.2
4,3,1927-3,1927,3,2.03,35.7,1.31,1.31,-0.44,1.01,0,908,-0.08,0.69,0.23,0.6,0.48,0.51,0.09,24.4,47
4,3,1927-4,1927,4,2.06,40.6,1.51,1.51,0.99,1.51,0,732,0.71,0.23,0.77,0.76,0.55,0.4,0.09,27.7,53.5
4,3,1927-5,1927,5,0.98,47.8,-0.1,1.25,-0.3,1.02,0,533,-0.25,0.31,0.06,-0.07,0.53,0.39,0.06,33.7,61.8
4,3,1927-6,1927,6,0.82,57.6,-0.05,1.16,0.12,0.91,13,235,0.27,-0.17,0.24,0.24,0.59,0.48,0.04,42,73.3
4,3,1927-7,1927,7,0.17,65.4,-0.22,0.87,-0.52,0.28,76,64,-0.5,-0.04,-0.34,0.6,0.67,0.45,-0.03,47.2,83.6
4,3,1927-8,1927,8,0.11,61.6,-0.49,-0.49,-0.88,-0.49,28,133,-0.62,-0.9,-0.38,-0.1,-0.14,0.46,-0.13,44.2,79
4,3,1927-9,1927,9,0.34,52.2,-0.59,-0.59,-0.46,-0.59,0,384,-0.15,-0.58,-0.83,-0.14,0.11,0.49,-0.23,36.7,67.7
4,3,1927-10,1927,10,1.85,47.6,0.3,0.3,0.91,0.3,0,539,0.74,0.46,0.23,-0.22,0.59,0.66,-0.21,32,63.1
4,3,1927-11,1927,11,3.54,39.8,0.6,0.6,0.98,0.6,0,756,0.93,1.03,0.91,0.67,0.39,0.13,0.06,29.8,49.8
4,3,1927-12,1927,12,1.61,27.4,-0.47,-0.47,-1.42,-0.47,0,1166,-0.53,0.09,0.26,0.05,0.12,0.16,0.1,16,38.8
4,3,1928-1,1928,1,1.4,30.2,-1.09,-1.09,-1.99,-1.09,0,1079,-0.7,-0.91,-0.39,-0.35,-0.46,-0.03,-0.08,18.8,41.5
4,3,1928-2,1928,2,1.05,32.7,-1.65,-1.65,-2.02,-1.65,0,904,-0.97,-1.31,-1.4,-0.72,-0.82,-0.8,-0.37,20.3,45
4,3,1928-3,1928,3,5.2,39.3,1.06,1.06,3.19,1.06,0,797,1.38,0.43,-0.15,-0.05,-0.17,-0.14,0.17,28.4,50.2
4,3,1928-4,1928,4,1.73,40.7,1.11,1.11,0.46,1.11,0,729,0.42,1.25,0.44,-0.1,-0.08,-0.17,0.05,28.2,53.2
4,3,1928-5,1928,5,0.58,55,-0.6,-0.6,-1.81,-0.6,10,320,-0.86,-0.27,0.95,-0.54,-0.18,-0.27,0.01,39.8,70.2
4,3,1928-6,1928,6,0.39,56.8,-1.03,-1.03,-1.48,-1.03,10,256,-0.47,-1.08,-0.56,-0.37,-0.2,-0.32,0.03,40.9,72.7
4,3,1928-7,1928,7,0.07,66,-1.57,-1.57,-1.95,-1.57,86,55,-1.14,-0.98,-1.43,0,-0.36,-0.33,0.01,48.2,83.8
4,3,1928-8,1928,8,0.1,63.6,-1.92,-1.92,-1.51,-1.92,51,95,-0.68,-1.43,-1.2,0.59,-0.73,-0.33,0.03,45.1,82.1
4,3,1928-9,1928,9,0.2,57.6,-2.15,-2.15,-1.29,-2.15,8,230,-0.56,-0.97,-1.42,-1.13,-0.58,-0.34,0.04,40.1,75.2
4,3,1928-10,1928,10,0.35,46.6,-2.44,-2.44,-1.55,-2.44,0,570,-0.91,-1.19,-1.38,-1.9,-0.44,-0.63,-0.01,31.8,61.4
4,3,1928-11,1928,11,1.43,36.6,-2.63,-2.63,-1.32,-2.63,0,852,-0.3,-0.85,-1.09,-1.69,-0.16,-1.12,-0.68,24.5,48.8
4,3,1928-12,1928,12,2.34,27.2,-2.72,-2.72,-1.08,-2.72,0,1172,-0.12,-0.4,-0.7,-1.1,-1.29,-1.02,-0.64,15.8,38.6
4,3,1929-1,1929,1,1.32,27.1,-3.26,-3.26,-2.47,-3.26,0,1175,-0.76,-0.64,-0.81,-1.28,-1.62,-1.09,-0.76,15.5,38.8
4,3,1929-2,1929,2,1.93,27.5,-3.45,-3.45,-1.56,-3.45,0,1050,-0.33,-0.9,-0.86,-1.29,-1.53,-0.87,-1.09,15.3,39.7
4,3,1929-3,1929,3,2.12,36.4,-3.28,-3.28,-0.57,-3.28,0,887,-0.02,-0.38,-0.85,-1.15,-1.44,-1.55,-1.09,24.3,48.5
4,3,1929-4,1929,4,1.94,37.1,-2.51,-2.51,1.3,-1.93,0,837,0.61,0.22,-0.2,-0.8,-1.14,-1.44,-1.09,25.2,48.9
4,3,1929-5,1929,5,0.25,50.6,-2.87,-2.87,-1.86,-2.87,0,446,-1.56,-0.37,-0.31,-0.95,-1.32,-1.55,-1.21,35,66.1
4,3,1929-6,1929,6,2.38,55.2,-1.73,-1.73,2.54,-0.61,6,300,1.87,0.55,0.68,-0.47,-0.83,-1.05,-1,40.2,70.1
4,3,1929-7,1929,7,0.06,65.7,-1.49,-1.49,0.18,-0.29,81,59,-1.23,1.47,0.3,-0.1,-0.72,-1.04,-1.03,47.5,83.9
4,3,1929-8,1929,8,0.09,66.3,-1.63,-1.63,-0.87,-0.76,93,53,-0.74,-1.57,1.11,0.17,-0.66,-1.03,-1.04,48,84.5
4,3,1929-9,1929,9,0.1,55.2,-1.87,-1.87,-1.25,-1.44,0,298,-1,-1.34,-1.82,0.06,-0.73,-1.02,-1.06,37.6,72.7
4,3,1929-10,1929,10,0.13,48.8,-2.39,-2.39,-2.12,-2.39,0,502,-1.41,-1.72,-1.88,-1.01,-0.66,-1.07,-1.27,32.4,65.2
4,3,1929-11,1929,11,0,38.1,-3.19,-3.19,-3.14,-3.19,0,807,-2.09,-2.93,-3.09,-1.51,-1.28,-1.46,-1.86,20.8,55.4
4,3,1929-12,1929,12,5.39,37.2,0.42,-2.44,1.26,-1.87,0,862,1.04,0.17,-0.2,-0.58,-0.21,-0.81,-1.38,25.7,48.6
4,3,1930-1,1930,1,3.97,23.6,0.67,-1.9,0.88,-0.93,0,1283,0.47,0.84,0.29,-0.14,-0.1,-0.35,-0.98,13.6,33.5
4,3,1930-2,1930,2,2.82,34.8,0.6,-1.7,0,-0.71,0,846,0.15,0.3,0.7,-0.13,0.06,-0.14,-0.67,22.8,46.8
4,3,1930-3,1930,3,1.9,37.4,0.25,-1.81,-0.87,-1.13,0,856,-0.17,-0.1,0.11,-0.13,-0.34,-0.16,-1.11,24.8,50.1
4,3,1930-4,1930,4,2.09,44.3,0.39,-1.46,0.5,-0.57,0,621,0.74,0.19,0.08,0.19,-0.14,-0.1,-1.04,31.2,57.4
4,3,1930-5,1930,5,2.15,45.4,1.01,-0.66,1.97,0.9,0,608,0.99,1.06,0.49,0.72,0.05,0.2,-0.86,32.8,57.9
4,3,1930-6,1930,6,0.11,58.4,0.61,-0.88,-0.88,0.31,16,214,-1.21,0.24,0.55,0.24,0.01,-0.17,-0.89,41.1,75.7
4,3,1930-7,1930,7,0.1,65.3,0.45,-0.88,-0.28,0.17,74,65,-0.91,-1.7,0.02,0.05,0.17,-0.16,-0.9,48.1,82.6
4,3,1930-8,1930,8,0.29,63,0.28,-0.92,-0.38,0,43,105,0.11,-0.53,-1.31,0.09,0.54,-0.12,-0.87,46,80.1
4,3,1930-9,1930,9,1.56,54.1,1.03,1.03,2.33,1.03,0,327,1.5,1.23,0.86,0.81,0.37,0.13,-0.67,39.7,68.5
4,3,1930-10,1930,10,0.54,44.8,-0.32,0.6,-0.97,-0.22,0,626,-0.59,0.39,0.3,0.07,0.12,0.19,-0.65,30.3,59.4
4,3,1930-11,1930,11,1.86,36.1,-0.51,-0.51,-0.67,-0.51,0,867,0.01,-0.42,0.14,-0.41,0.02,0.48,-0.58,22.6,49.6
4,3,1930-12,1930,12,0.18,28,-1.49,-1.49,-3.07,-1.49,0,1147,-1.95,-1.15,-1.37,-1.08,-0.67,-0.42,-0.96,14.9,41.1
4,3,1931-1,1931,1,1.68,29.4,-2.15,-2.15,-2.46,-2.15,0,1104,-0.51,-1.55,-1.27,-1.15,-1.09,-0.98,-0.91,18.4,40.4
4,3,1931-2,1931,2,1.38,33.6,-2.86,-2.86,-2.78,-2.86,0,879,-0.7,-0.99,-1.76,-1.4,-1.65,-1.27,-0.9,22.8,44.4
4,3,1931-3,1931,3,1.74,37.9,-3.3,-3.3,-2.21,-3.3,0,840,-0.29,-0.85,-1.07,-1.73,-1.59,-1.27,-0.96,24.9,50.9
4,3,1931-4,1931,4,1.59,44.3,-3.09,-3.09,-0.38,-3.09,0,621,0.28,-0.14,-0.71,-1.46,-1.37,-1.34,-0.99,29.8,58.8
4,3,1931-5,1931,5,1.5,54.1,-2.94,-2.94,-0.51,-2.94,8,346,0.37,0.34,-0.05,-1.49,-1.28,-1.52,-0.85,38.8,69.4
4,3,1931-6,1931,6,1.08,56.7,-2.7,-2.7,-0.2,-2.7,10,259,0.61,0.51,0.44,-0.74,-1.39,-1.27,-1.01,42,71.5
4,3,1931-7,1931,7,0.06,70.2,-2.95,-2.95,-1.58,-2.95,175,14,-1.23,0.17,0.26,-0.57,-1.36,-1.27,-1.03,51.8,88.6
4,3,1931-8,1931,8,0.38,67,-3.03,-3.03,-1.15,-3.03,105,43,0.36,-0.39,0.13,-0.03,-1.43,-1.23,-0.99,49.2,84.8
4,3,1931-9,1931,9,0.34,54.5,-2.98,-2.98,-0.79,-2.98,0,315,-0.15,-0.08,-0.54,0.13,-0.86,-1.49,-0.94,38.4,70.6
4,3,1931-10,1931,10,1.57,47.6,-2.54,-2.54,0.39,-2.32,0,539,0.52,0.24,0.23,0.18,-0.45,-1.23,-0.74,33,62.2
4,3,1931-11,1931,11,2.12,32.3,-2.29,-2.29,-0.04,-2.03,0,981,0.18,0.29,0.18,0.13,-0.05,-1.23,-0.46,20.5,44
4,3,1931-12,1931,12,6.85,26.4,-0.88,-0.88,3.55,0.88,0,1197,1.44,1.17,1.19,1.06,1.08,0.1,-0.33,16.9,35.9
4,3,1932-1,1932,1,2.83,24.6,-0.74,-0.74,0.15,0.99,0,1252,0.06,0.9,0.79,0.79,0.77,0.24,-0.5,14.7,34.5
4,3,1932-2,1932,2,2.71,25.2,-0.6,-0.6,0.19,1.09,0,1114,0.1,-0.05,0.74,0.65,0.63,0.48,-0.46,14.4,36
4,3,1932-3,1932,3,0.88,36.9,-1.24,-1.24,-2.13,-0.33,0,871,-1.16,-0.6,-0.5,0.36,0.28,0.34,-0.6,25.7,48
4,3,1932-4,1932,4,1.62,40.2,-1,-1,0.36,0.01,0,744,0.31,-0.67,-0.5,0.33,0.34,0.35,-0.65,27.6,52.7
4,3,1932-5,1932,5,0.97,48.3,-1.02,-1.02,-0.37,-0.14,0,518,-0.26,-0.03,-0.81,0.31,0.27,0.25,-0.8,35.3,61.4
4,3,1932-6,1932,6,0.73,59,-0.97,-0.97,-0.17,-0.16,19,199,0.13,-0.27,-0.11,-0.53,0.29,0.22,-0.72,43.2,74.7
4,3,1932-7,1932,7,0.09,63.6,-1.19,-1.19,-0.97,-0.52,49,93,-0.98,-0.3,-0.52,-0.71,0.21,0.22,-0.73,46.2,81
4,3,1932-8,1932,8,0.21,63,-1.3,-1.3,-0.7,-0.71,43,105,-0.16,-0.82,-0.48,-0.97,0.23,0.19,-0.73,45,80.9
4,3,1932-9,1932,9,0.29,60.3,-1.53,-1.53,-1.09,-1.15,20,161,-0.28,-0.48,-0.89,-0.5,-0.69,0.19,-0.89,42.3,78.2
4,3,1932-10,1932,10,0.2,46.7,-1.97,-1.97,-1.79,-1.97,0,567,-1.23,-1.28,-1.32,-1.35,-1.18,-0.04,-0.92,31.7,61.8
4,3,1932-11,1932,11,0.52,40.9,-2.7,-2.7,-2.8,-2.7,0,723,-1.24,-1.88,-2.12,-2.15,-2.1,-0.35,-1.12,27.4,54.4
4,3,1932-12,1932,12,1.69,23.5,-3.05,-3.05,-1.88,-3.05,0,1287,-0.48,-1.07,-1.46,-1.85,-1.68,-1.58,-1,11.9,35.1
4,3,1933-1,1933,1,4.07,24.6,-2.7,-2.7,0.12,-2.59,0,1252,0.5,0.02,-0.46,-0.87,-1,-1.26,-0.67,14,35.2
4,3,1933-2,1933,2,0.5,21.8,-3.31,-3.31,-2.67,-3.31,0,1210,-1.57,-0.37,-0.65,-1.38,-1.48,-1.79,-0.71,8.8,34.7
4,3,1933-3,1933,3,1.88,35.2,-3.24,-3.24,-0.83,-3.24,0,924,-0.19,-1.33,-0.49,-1.32,-1.56,-1.5,-0.72,24.2,46.1
4,3,1933-4,1933,4,0.79,41.3,-3.27,-3.27,-1.09,-3.27,0,711,-0.71,-0.55,-1.5,-1.19,-1.56,-1.67,-0.8,27.6,55.1
4,3,1933-5,1933,5,1.7,42.8,-2.46,-2.46,1.42,-1.83,0,688,0.58,-0.11,-0.27,-0.76,-1.38,-1.49,-0.79,30.7,55
4,3,1933-6,1933,6,0.33,57.5,-2.37,-2.37,-0.48,-1.88,12,237,-0.6,0.04,-0.47,-0.65,-1.36,-1.6,-0.88,41.4,73.7
4,3,1933-7,1933,7,0.14,68.5,-2.18,-2.18,-0.16,-1.71,134,25,-0.66,-0.96,-0.15,-1.53,-1.21,-1.56,-0.88,50,86.9
4,3,1933-8,1933,8,0.14,65.6,-2.33,-2.33,-1.14,-2.24,82,63,-0.46,-0.9,-1.11,-0.67,-0.95,-1.57,-0.91,47.8,83.4
4,3,1933-9,1933,9,0.18,56.3,-2.49,-2.49,-1.19,-2.49,5,266,-0.63,-0.91,-1.18,-0.96,-0.86,-1.54,-0.92,39.2,73.4
4,3,1933-10,1933,10,2.04,53,-2.02,-2.02,0.63,-1.69,0,372,0.88,0.48,0.28,-0.06,-1.18,-1.09,-0.84,36.4,69.6
4,3,1933-11,1933,11,0.1,38.4,-2.83,-2.83,-3.05,-2.83,0,798,-1.94,-0.59,-0.83,-1.38,-1.18,-1.24,-1.12,23.6,53.2
4,3,1933-12,1933,12,4.68,34.1,-2.26,-2.26,0.85,-1.84,0,958,0.81,-0.03,0.21,-0.06,-0.28,-0.63,-1.58,23.5,44.7
4,3,1934-1,1934,1,1.5,34.2,-2.75,-2.75,-2.18,-2.75,0,955,-0.63,0.13,-0.46,-0.4,-0.47,-1.26,-1.69,22.1,46.2
4,3,1934-2,1934,2,2.01,35.6,-2.93,-2.93,-1.4,-2.93,0,823,-0.28,-0.78,-0.14,-0.55,-0.77,-0.9,-1.68,25.1,46.2
4,3,1934-3,1934,3,1.09,45.6,-3.67,-3.67,-3.12,-3.67,0,601,-0.89,-0.86,-1.15,-0.7,-0.91,-1.03,-1.65,31.3,59.9
4,3,1934-4,1934,4,0.46,48.5,-4.19,-4.19,-2.71,-4.19,0,495,-1.36,-1.65,-1.27,-1.09,-1.02,-1.06,-1.78,32.9,64
4,3,1934-5,1934,5,1.43,53.3,-4.05,-4.05,-0.86,-4.05,7,369,0.3,-0.66,-1.18,-0.63,-0.94,-1.15,-1.78,38.8,67.9
4,3,1934-6,1934,6,2.28,55.4,0.57,-3.06,1.72,-2.34,6,294,1.79,1.34,0.44,-0.8,-0.52,-0.7,-1.58,41.2,69.6
4,3,1934-7,1934,7,0.02,65.4,-0.34,-3.09,-1.03,-2.71,76,64,-1.74,1.36,1.06,-0.59,-0.76,-0.71,-1.63,47.5,83.3
4,3,1934-8,1934,8,0.28,66.7,-0.58,-3.05,-0.83,-2.93,100,47,0.08,-0.82,1.16,-0.37,-0.37,-0.67,-1.65,48.3,85.1
4,3,1934-9,1934,9,0.73,57.9,-0.52,-2.73,0.01,-2.55,9,222,0.57,0.34,-0.16,0.27,-0.84,-0.55,-1.56,40.7,75
4,3,1934-10,1934,10,1.7,48.8,-0.3,-2.28,0.51,-1.84,0,502,0.63,0.64,0.53,1.04,-0.33,-0.62,-1.28,35.1,62.4
4,3,1934-11,1934,11,2.99,38.7,-0.15,-1.93,0.36,-1.3,0,789,0.66,0.74,0.79,1.11,0.13,-0.12,-0.94,28.2,49.1
4,3,1934-12,1934,12,2,31.5,-0.52,-2.11,-1.16,-1.87,0,1039,-0.3,0.04,0.17,0.08,0.23,-0.64,-1,21.2,41.8
4,3,1935-1,1935,1,4.14,26.8,-0.16,-1.59,0.93,-0.91,0,1184,0.52,0.12,0.24,0.34,0.55,-0.2,-0.98,17.2,36.4
