StateCode,Division,YearMonth,Year,Month,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
4,3,1935-2,1935,2,1.73,32,-0.44,-1.72,-0.89,-1.35,0,924,-0.45,0.04,-0.22,0.05,0.24,-0.22,-0.74,21.2,42.9
4,3,1935-3,1935,3,2.74,30.3,0.35,-1.19,1.06,-0.37,0,1076,0.34,-0.2,0.09,0.07,0.03,0.11,-0.65,18.9,41.8
4,3,1935-4,1935,4,5.36,40.8,2.35,2.35,6.1,2.35,0,726,2.69,1.58,0.93,0.64,0.71,0.86,-0.1,30,51.6
4,3,1935-5,1935,5,0.72,48.4,-0.27,1.84,-0.81,1.42,0,515,-0.63,1.98,1.33,0.46,0.62,0.77,-0.21,34.9,62
4,3,1935-6,1935,6,0.06,59.5,-0.79,1.11,-1.63,-0.07,22,187,-1.38,-1.33,1.52,0.57,0.47,0.44,-0.22,42.8,76.2
4,3,1935-7,1935,7,0.4,62.6,-1.08,0.62,-1.12,-0.99,36,111,0.35,-0.98,-1.23,0.56,0.42,0.49,-0.19,45.8,79.4
4,3,1935-8,1935,8,0.47,64.9,-1.05,-1.05,-0.26,-1.05,70,73,0.58,0.48,-0.62,1.07,0.35,0.52,-0.14,47,82.8
4,3,1935-9,1935,9,0.05,60.6,-1.52,-1.52,-1.71,-1.52,22,154,-1.37,-0.44,-0.31,1.15,0.5,0.41,-0.15,42.7,78.5
4,3,1935-10,1935,10,1.07,44.4,-1.39,-1.39,-0.09,-1.36,0,639,0.06,-0.49,-0.35,-1.17,0.38,0.32,-0.28,30.7,58.1
4,3,1935-11,1935,11,1.35,32,-1.55,-1.55,-0.9,-1.55,0,990,-0.37,-0.41,-0.72,-1.04,0.48,0.04,-0.11,20.9,43
4,3,1935-12,1935,12,2.34,29.6,-1.72,-1.72,-1,-1.72,0,1097,-0.12,-0.43,-0.46,-0.61,0.21,0.12,-0.45,19,40.1
4,3,1936-1,1936,1,5.24,32,0.65,-0.89,1.95,0.14,0,1023,0.84,0.47,0.19,0.05,-0.25,0.25,0,22.4,41.5
4,3,1936-2,1936,2,7.87,30.2,2.56,2.56,5.92,2.56,0,974,1.83,1.6,1.26,0.92,0.8,1.26,0.66,21.3,39.1
4,3,1936-3,1936,3,1.15,37.1,-0.6,1.69,-1.81,0.86,0,865,-0.83,1.18,1.2,0.7,0.65,0.98,0.67,23.8,50.4
4,3,1936-4,1936,4,0.76,44.6,-1.08,0.98,-1.62,-0.55,0,612,-0.76,-1.19,0.92,0.6,0.5,0.28,0.69,30.6,58.6
4,3,1936-5,1936,5,0.8,50.4,-1.33,-1.33,-1.09,-1.33,0,453,-0.5,-1.02,-1.44,0.69,0.39,0.28,0.64,36,64.6
4,3,1936-6,1936,6,1.98,57.5,-0.72,-0.72,1.44,0.19,12,237,1.54,0.67,0.03,1.09,0.63,0.59,0.61,43,72
4,3,1936-7,1936,7,0.47,67.1,-0.6,-0.6,0.13,0.4,105,40,0.54,1.48,0.72,1.04,0.69,0.59,0.67,50.4,83.7
4,3,1936-8,1936,8,0.39,65.2,-0.61,-0.61,-0.23,0.26,75,69,0.39,0.47,1.37,-0.38,0.87,0.58,0.69,47.8,82.5
4,3,1936-9,1936,9,0.57,56.3,-0.61,-0.61,-0.17,0.18,5,266,0.32,0.28,0.34,0.14,1.08,0.64,0.67,39.2,73.4
4,3,1936-10,1936,10,0.72,48.3,-0.9,-0.9,-1.06,-0.5,0,518,-0.34,-0.31,-0.27,0.18,0.86,0.6,0.55,33,63.6
4,3,1936-11,1936,11,0.03,37.1,-1.8,-1.8,-2.98,-1.8,0,837,-2.05,-1.84,-1.73,-0.58,-1.37,0.41,0.25,21,53.2
4,3,1936-12,1936,12,3.82,29.6,0.07,-1.54,0.22,-1.36,0,1097,0.51,-0.37,-0.53,-0.49,-0.45,0.67,0.46,18.6,40.6
4,3,1937-1,1937,1,3.27,13.6,0.01,-1.44,-0.16,-1.26,0,1593,0.23,0.36,-0.24,-0.36,-0.17,0.31,0.33,2.4,24.8
4,3,1937-2,1937,2,5.85,26.3,1.24,1.24,3.68,1.24,0,1084,1.28,0.85,0.84,0.25,0.48,-0.04,0.77,15.5,37.2
4,3,1937-3,1937,3,2.1,34.9,-0.08,1.03,-0.23,0.8,0,933,-0.04,0.91,0.66,0.16,0.19,0.15,0.7,25,44.8
4,3,1937-4,1937,4,1.24,39.5,-0.11,0.88,-0.13,0.49,0,765,-0.1,-0.14,0.77,0.21,0.13,0.24,0.24,27.2,51.8
4,3,1937-5,1937,5,0.22,52.3,-0.8,-0.8,-2.1,-0.8,5,399,-1.64,-1.15,-0.75,0.42,-0.08,0.13,0.19,36.3,68.2
4,3,1937-6,1937,6,0.86,57.1,-0.93,-0.93,-0.62,-0.93,11,248,0.32,-0.95,-0.86,0.34,-0.07,-0.04,0.29,42.2,72
4,3,1937-7,1937,7,0.57,66.8,-1.02,-1.02,-0.57,-1.02,100,44,0.78,0.52,-0.67,0.52,0.07,-0.02,0.32,49.3,84.2
4,3,1937-8,1937,8,0.01,64.7,-1.4,-1.4,-1.45,-1.4,67,77,-1.51,-0.05,0.04,-0.66,0.4,-0.08,0.28,46.6,82.9
4,3,1937-9,1937,9,0.05,58.7,-1.81,-1.81,-1.66,-1.81,12,201,-1.37,-2.06,-0.81,-1.23,0.21,-0.16,0.28,41.1,76.2
4,3,1937-10,1937,10,0.97,48,-1.84,-1.84,-0.65,-1.84,0,527,-0.04,-0.59,-0.92,-1.23,0.2,-0.13,0.26,33.3,62.6
4,3,1937-11,1937,11,3.95,38.5,0.5,-1.15,1.49,-0.36,0,795,1.11,0.84,0.6,0.5,-0.18,0.5,0.55,27.4,49.5
4,3,1937-12,1937,12,7.11,34.3,1.71,1.71,3.79,1.71,0,952,1.51,1.66,1.53,1.38,0.97,1.02,1.11,23.3,45.3
4,3,1938-1,1938,1,2.47,31.9,1.45,1.45,-0.24,1.26,0,1026,-0.1,0.88,1.1,0.87,0.67,0.94,0.8,21.6,42.3
4,3,1938-2,1938,2,7.37,26.8,3.09,3.09,5.36,3.09,0,1070,1.7,1,1.49,1.56,1.55,1.14,0.69,17.8,35.8
4,3,1938-3,1938,3,7.36,30.7,5.15,5.15,7.13,5.15,0,1063,2.05,2.33,1.66,2.09,2,1.79,1.34,21.8,39.6
4,3,1938-4,1938,4,1.59,41.6,4.66,4.66,0.11,4.64,0,702,0.28,1.8,2.28,2.04,1.88,1.75,1.4,29.2,54
4,3,1938-5,1938,5,0.95,49.2,4.01,4.01,-0.51,3.74,0,490,-0.29,-0.07,1.61,1.86,1.9,1.91,1.43,35.3,63.2
4,3,1938-6,1938,6,1.47,58.8,3.97,3.97,1.13,3.97,18,204,1.05,0.38,0.34,1.6,1.98,1.9,1.36,44.1,73.4
4,3,1938-7,1938,7,0.85,64.9,3.98,3.98,1.26,3.98,68,71,1.35,1.38,0.74,2.25,2.06,1.92,1.41,48.9,80.9
4,3,1938-8,1938,8,0.13,63.5,-0.07,3.5,-0.22,3.35,50,96,-0.51,0.65,1.04,1.68,1.9,1.92,1.38,46.4,80.6
4,3,1938-9,1938,9,0.47,58.6,-0.2,3,-0.4,2.65,12,204,0.13,-0.28,0.36,0.4,1.57,1.93,1.36,42.5,74.7
4,3,1938-10,1938,10,1.55,45.3,0.22,2.91,0.66,2.75,0,611,0.51,0.33,0.12,0.47,2.11,2.02,1.44,33.6,56.9
4,3,1938-11,1938,11,0.97,32.4,-0.44,2.18,-1.31,1.45,0,978,-0.71,-0.35,-0.39,0.08,1.24,1.77,1.5,20.6,44.2
4,3,1938-12,1938,12,0.55,32.5,-1.34,1.01,-2.84,-0.82,0,1008,-1.41,-1.43,-1.14,-1.09,-0.79,0.95,1.31,20.9,44.1
4,3,1939-1,1939,1,2.43,30.2,-1.76,-1.76,-1.67,-1.76,0,1079,-0.12,-0.93,-1.19,-1.16,-0.83,0.99,1.25,19.1,41.3
4,3,1939-2,1939,2,1.61,25.8,-2.27,-2.27,-2.09,-2.27,0,1098,-0.53,-0.56,-1.2,-1.29,-1.03,-0.02,0.7,14.4,37.2
4,3,1939-3,1939,3,2.38,37.5,-2.3,-2.3,-0.78,-2.3,0,853,0.14,-0.41,-0.5,-1.15,-1.14,-0.98,0.73,25.4,49.5
4,3,1939-4,1939,4,0.51,47.2,-2.85,-2.85,-2.38,-2.85,0,534,-1.24,-0.4,-0.8,-1.45,-1.43,-1.17,0.64,32,62.4
4,3,1939-5,1939,5,1.32,50.8,-2.71,-2.71,-0.44,-2.71,0,440,0.17,-0.72,-0.36,-1.26,-1.34,-1.12,0.77,36.2,65.4
4,3,1939-6,1939,6,0.33,56.5,-2.96,-2.96,-1.58,-2.96,9,264,-0.6,-0.32,-1,-0.85,-1.37,-1.38,0.72,40.1,72.8
4,3,1939-7,1939,7,0.46,65.9,-3.04,-3.04,-1.16,-3.04,84,56,0.51,-0.34,-0.2,-0.88,-1.49,-1.46,0.72,48.7,83.2
4,3,1939-8,1939,8,0.21,66.1,-3.12,-3.12,-1.17,-3.12,90,56,-0.16,0.13,-0.52,-0.55,-1.37,-1.43,0.75,48.3,83.9
4,3,1939-9,1939,9,0.97,56.7,-2.59,-2.59,0.62,-2.28,6,255,0.89,0.55,0.56,-0.58,-0.72,-1.25,0.83,41.4,72
4,3,1939-10,1939,10,1.48,45.8,-2.17,-2.17,0.45,-1.62,0,595,0.45,0.65,0.5,0.09,-0.57,-1.26,0.88,31.9,59.8
4,3,1939-11,1939,11,0.17,38.4,-2.94,-2.94,-2.96,-2.94,0,798,-1.81,-0.95,-0.62,-0.9,-0.95,-1.52,0.49,23.5,53.2
4,3,1939-12,1939,12,1.77,35.9,-3.36,-3.36,-2.17,-3.36,0,902,-0.43,-1.2,-0.99,-0.86,-1.28,-1.33,-0.13,24.8,47
4,3,1940-1,1940,1,8,31.2,1.45,-1.56,4.35,0.24,0,1048,1.47,0.91,0.41,0.5,0.39,-0.18,0.52,22.5,39.8
4,3,1940-2,1940,2,6.68,33.3,2.78,2.78,4.44,2.78,0,888,1.52,1.85,1.41,1.11,1.01,0.73,0.42,24.6,41.9
4,3,1940-3,1940,3,3.55,38.2,2.89,2.89,1.19,2.89,0,831,0.74,1.46,1.8,1.1,1.15,0.89,-0.03,26.3,50
4,3,1940-4,1940,4,1.29,43.1,-0.19,2.4,-0.58,2.1,0,657,-0.04,0.55,1.33,1,1.05,0.97,-0.06,30.2,56
4,3,1940-5,1940,5,0.66,53.3,-0.67,1.65,-1.5,0.68,7,369,-0.72,-0.6,0.24,1.24,0.97,0.9,-0.09,38.4,68.2
4,3,1940-6,1940,6,0.29,62.6,-1.28,0.8,-2.03,-0.98,51,123,-0.7,-1.11,-0.93,1.49,0.82,0.88,-0.21,45.7,79.5
4,3,1940-7,1940,7,0.08,63.2,-1.94,-1.94,-2.38,-1.94,44,100,-1.06,-1.2,-1.44,0.93,0.77,0.82,-0.3,45.8,80.6
4,3,1940-8,1940,8,0.06,65.5,-2.34,-2.34,-1.79,-2.34,80,64,-0.96,-1.64,-1.44,-0.2,1.06,0.8,-0.3,47.4,83.5
4,3,1940-9,1940,9,0.9,53.8,0.2,-1.9,0.59,-1.58,0,336,0.8,0.28,-0.14,-0.96,1.41,0.77,-0.24,39.9,67.8
4,3,1940-10,1940,10,1.48,48.2,0.24,-1.65,0.18,-1.18,0,521,0.45,0.6,0.34,-0.71,0.92,0.78,-0.26,35,61.5
4,3,1940-11,1940,11,1.63,34.5,-0.28,-1.76,-0.85,-1.6,0,915,-0.15,-0.01,0.17,-0.42,-0.19,1.01,-0.17,23.9,45.1
4,3,1940-12,1940,12,6.65,32.7,1.05,1.05,3.16,1.05,0,1001,1.39,1,1,0.94,0.52,1.67,0.54,22.2,43.2
4,3,1941-1,1941,1,3.25,31.8,1.15,1.15,0.61,1.15,0,1029,0.22,0.94,0.73,0.76,0.44,1.13,0.62,22.2,41.3
4,3,1941-2,1941,2,4.15,34.2,1.54,1.54,1.54,1.54,0,862,0.71,0.45,1.03,0.94,0.73,0.69,0.85,24.6,43.9
4,3,1941-3,1941,3,1.44,37.5,0.89,0.89,-1.48,0.04,0,853,-0.54,0.21,0.15,0.63,0.6,0.34,0.75,24.3,50.7
4,3,1941-4,1941,4,2.36,39,1.36,1.36,1.69,1.31,0,780,0.95,0.1,0.43,0.72,0.74,0.51,0.93,26.6,51.5
4,3,1941-5,1941,5,1.59,49.8,1.39,1.39,0.5,1.39,0,471,0.47,0.89,0.2,0.89,0.82,0.65,0.98,36.6,62.9
4,3,1941-6,1941,6,1.3,54.2,1.7,1.7,1.36,1.7,0,328,0.87,0.76,1.06,0.44,0.82,0.79,1.07,39.7,68.6
4,3,1941-7,1941,7,0.44,64.9,1.97,1.97,1.33,1.97,68,71,0.46,0.85,0.78,0.63,0.81,0.84,1.08,47.8,82
4,3,1941-8,1941,8,0.77,60.8,2.28,2.28,1.54,2.28,21,152,1.16,0.97,1.1,0.53,1,0.93,1.14,45.8,75.9
4,3,1941-9,1941,9,0.22,51.8,1.89,1.89,-0.44,1.63,0,396,-0.49,0.32,0.34,0.98,0.47,0.82,1.05,36,67.7
4,3,1941-10,1941,10,1.52,44,1.97,1.97,0.8,1.97,0,651,0.48,0.1,0.39,0.71,0.66,0.83,1.05,30.6,57.3
4,3,1941-11,1941,11,1.55,38.4,1.39,1.39,-1.12,0.8,0,798,-0.21,-0.03,-0.21,0.24,0.19,0.84,1.18,26.6,50.2
4,3,1941-12,1941,12,7.29,31.5,2.54,2.54,3.89,2.54,0,1039,1.56,1.14,1.15,1.18,1.4,0.97,1.84,22.3,40.7
4,3,1942-1,1942,1,4.04,24.7,2.78,2.78,1.48,2.78,0,1249,0.49,1.19,0.99,1.02,1.11,1.15,1.5,14.6,34.7
4,3,1942-2,1942,2,3.26,27.8,2.76,2.76,0.8,2.76,0,1042,0.35,0.43,1.12,0.91,1.06,0.97,1,17.3,38.3
4,3,1942-3,1942,3,1.24,33.8,2.07,2.07,-1.2,1.51,0,967,-0.73,-0.19,0.07,0.68,0.71,0.91,0.76,20.5,47.1
4,3,1942-4,1942,4,3.02,40.5,2.69,2.69,2.5,2.69,0,735,1.42,0.31,0.3,0.85,0.88,0.97,0.93,28.1,53
4,3,1942-5,1942,5,2.6,44.3,3.37,3.37,2.86,3.37,0,642,1.36,1.77,0.74,1.18,1,1.13,1.15,31.8,56.9
4,3,1942-6,1942,6,0.35,55,2.93,2.93,-0.27,2.77,6,306,-0.56,0.8,1.43,0.52,0.96,0.98,1.15,39.5,70.4
4,3,1942-7,1942,7,0.03,66.2,2.75,2.75,0.35,2.66,89,52,-1.58,-1.18,0.53,0.43,0.89,0.92,1.16,48.6,83.6
4,3,1942-8,1942,8,0.24,64.6,2.32,2.32,-0.44,1.99,66,78,-0.06,-0.94,-1.1,0.39,1.02,0.85,1.17,46.7,82.4
4,3,1942-9,1942,9,0.1,56.8,1.65,1.65,-1.29,0.75,6,252,-1,-0.85,-1.42,0.83,0.35,0.82,1.08,39.8,73.8
4,3,1942-10,1942,10,0.16,48.4,0.8,0.8,-2.02,-0.89,0,515,-1.33,-1.66,-1.59,-0.71,-0.03,0.63,0.95,33,63.8
4,3,1942-11,1942,11,4.16,37.4,1.35,1.35,1.87,0.4,0,828,1.19,0.58,0.36,-0.11,0.39,1.02,1.19,25.9,48.8
4,3,1942-12,1942,12,3.18,32.6,1.26,1.26,0.16,0.37,0,1004,0.26,0.75,0.41,0.13,0.71,0.45,0.92,22.9,42.3
4,3,1943-1,1943,1,7.8,29.6,3,3,5.6,3,0,1097,1.43,1.13,1.37,1.07,1.09,1.06,1.45,18.6,40.6
4,3,1943-2,1943,2,1.85,32.5,2.41,2.41,-0.82,2.02,0,910,-0.38,0.96,0.82,0.8,0.62,0.8,1.08,20.8,44.3
4,3,1943-3,1943,3,3.86,36.9,2.76,2.76,1.78,2.76,0,871,0.87,0.25,1.08,1,0.87,1.16,1.34,25.4,48.3
4,3,1943-4,1943,4,1.47,44.9,2.29,2.29,-0.56,2,0,603,0.16,0.73,0.2,1.12,0.87,0.91,1.23,32,57.8
4,3,1943-5,1943,5,0.69,49,1.73,1.73,-0.97,0.98,0,496,-0.67,-0.4,0.45,0.8,0.79,0.65,1.15,34.5,63.5
4,3,1943-6,1943,6,1.74,51.2,2.18,2.18,1.89,2.15,0,414,1.32,0.39,0.27,1.03,0.96,0.85,1.19,37.2,65.2
4,3,1943-7,1943,7,0.36,64.5,2.35,2.35,1.16,2.35,62,78,0.23,1.19,0.38,0.28,1.12,0.88,1.19,47.2,81.8
4,3,1943-8,1943,8,0,60.6,-0.14,1.96,-0.43,1.7,20,156,-1.69,-0.62,0.73,0.6,0.86,0.85,1.12,42.6,78.6
4,3,1943-9,1943,9,0.07,60.8,-0.59,1.29,-1.39,0.37,24,150,-1.2,-1.98,-1.26,-0.23,0.87,0.83,1.09,42.8,78.8
4,3,1943-10,1943,10,1.1,47.1,-0.63,1.07,-0.29,0.01,0,555,0.09,-0.43,-0.76,-0.41,0.01,0.96,1.04,34,60.3
4,3,1943-11,1943,11,0.76,37.2,-1.26,-1.26,-2.1,-1.26,0,834,-0.94,-0.79,-1.14,-0.65,-0.16,0.49,0.96,24.2,50.2
4,3,1943-12,1943,12,1.41,30.5,-1.83,-1.83,-2.08,-1.83,0,1070,-0.66,-1.09,-1.05,-1.47,-1.13,0.24,0.38,19.9,41.1
4,3,1944-1,1944,1,2.57,25.4,-2.14,-2.14,-1.49,-2.14,0,1228,-0.05,-0.53,-0.92,-1.22,-1.02,-0.85,0.17,14.6,36.3
4,3,1944-2,1944,2,3.74,29,0.12,-1.79,0.37,-1.56,0,1008,0.55,0.17,-0.26,-0.75,-0.62,-0.43,0.23,19.1,38.9
4,3,1944-3,1944,3,2.03,33.6,0.07,-1.65,-0.13,-1.41,0,973,-0.08,0.27,0.03,-0.66,-0.87,-0.76,0.3,20.4,46.7
4,3,1944-4,1944,4,1.76,38.2,0.35,-1.19,0.86,-0.5,0,804,0.45,0.09,0.3,-0.54,-0.74,-0.66,0.16,26.1,50.2
4,3,1944-5,1944,5,0.7,48.8,0.02,-1.37,-0.89,-1.02,0,502,-0.66,-0.14,-0.21,-0.39,-0.8,-0.69,-0.05,34.2,63.5
4,3,1944-6,1944,6,1.61,51.1,0.6,-0.64,1.75,0.49,0,417,1.2,0.29,0.37,0.1,-0.5,-0.68,0.11,37.6,64.5
4,3,1944-7,1944,7,0.36,62.2,0.94,0.94,1.22,0.94,32,119,0.23,1.07,0.28,0.35,-0.48,-0.68,0.15,44.5,80
4,3,1944-8,1944,8,0.02,61.2,0.82,0.82,-0.1,0.82,24,142,-1.36,-0.56,0.62,0.03,-0.27,-0.66,0.14,41.9,80.6
4,3,1944-9,1944,9,0.27,57.7,0.5,0.5,-0.69,0.5,8,227,-0.33,-0.99,-0.77,0,-0.02,-0.6,0.16,40.5,75
4,3,1944-10,1944,10,0.9,49.2,0.18,0.18,-0.81,-0.5,0,490,-0.12,-0.43,-0.74,-0.47,0.07,-0.65,0.23,33.8,64.6
4,3,1944-11,1944,11,4.24,32.6,1.01,1.01,2.53,1.01,0,972,1.23,0.93,0.78,0.89,0.39,-0.04,0.25,23.8,41.4
4,3,1944-12,1944,12,1.86,30.7,-0.31,0.59,-0.94,-0.23,0,1063,-0.38,0.39,0.26,0.06,0.18,0.06,0.1,20.3,41.1
4,3,1945-1,1945,1,0.68,29.5,-1.06,-1.06,-2.34,-1.06,0,1101,-1.42,-1.14,-0.33,-0.59,-0.51,-0.39,-0.86,18.2,40.9
4,3,1945-2,1945,2,5.13,32.5,0.94,0.94,2.82,0.94,0,910,1.05,0.03,-0.27,0.01,0.09,-0.08,-0.37,22.5,42.6
4,3,1945-3,1945,3,2.63,31.6,1.15,1.15,0.92,1.15,0,1035,0.28,0.86,0.05,0.1,-0.02,0.05,-0.54,20.9,42.3
4,3,1945-4,1945,4,0.71,40.9,0.64,0.64,-1.16,-0.21,0,723,-0.85,-0.14,0.57,0.03,-0.15,-0.11,-0.62,26.4,55.4
4,3,1945-5,1945,5,2.29,47.7,1.19,1.19,1.84,1.19,0,536,1.11,0.28,0.29,-0.17,0.07,0.14,-0.43,35.5,59.8
4,3,1945-6,1945,6,1.29,54.6,1.54,1.54,1.43,1.54,5,317,0.86,1.25,0.51,0.17,0.2,0.1,-0.47,39.8,69.5
4,3,1945-7,1945,7,0.3,66.2,1.92,1.92,1.59,1.92,89,52,0.04,0.69,1.15,0.88,0.26,0.09,-0.48,48.6,83.8
4,3,1945-8,1945,8,0.38,62.6,1.87,1.87,0.44,1.87,38,113,0.36,0.15,0.6,0.43,-0.06,0.16,-0.42,45,80.2
4,3,1945-9,1945,9,0.26,56.2,1.44,1.44,-0.7,1.04,5,269,-0.36,-0.21,-0.29,0.28,0.11,0.15,-0.39,39.2,73.3
4,3,1945-10,1945,10,3.71,49.1,2.6,2.6,3.92,2.6,0,493,1.86,1.58,1.52,2,1.26,0.57,-0.09,36.2,62
4,3,1945-11,1945,11,2.5,35.7,2.58,2.58,0.75,2.58,0,879,0.4,1.33,1.18,1.27,0.95,0.31,0.13,26.2,45.2
4,3,1945-12,1945,12,5.08,29.5,3.05,3.05,2.19,3.05,0,1101,0.94,0.82,1.36,1.28,1.29,0.84,0.56,21.2,37.8
4,3,1946-1,1946,1,1.05,29,-0.6,2.13,-1.8,1.34,0,1116,-0.99,0.12,0.13,0.57,0.79,0.93,0.35,16.7,41.2
4,3,1946-2,1946,2,1.33,29,-0.98,1.47,-1.34,0.11,0,1008,-0.73,-1.35,-0.32,0.18,0.25,0.27,0.07,17.3,40.8
4,3,1946-3,1946,3,2.94,35.5,-0.62,1.58,0.78,0.53,0,915,0.45,-0.29,-0.87,0.3,0.25,0.33,0.16,24,46.9
4,3,1946-4,1946,4,0.39,43.8,-1.25,0.72,-2.08,-1.07,0,636,-1.54,-0.14,-0.73,-0.33,0.07,0.29,0,29.2,58.4
4,3,1946-5,1946,5,0.53,49.8,-1.64,-1.64,-1.55,-1.64,0,471,-0.95,-1.98,-0.56,-0.6,-0.09,-0.03,-0.01,35.4,64.2
4,3,1946-6,1946,6,0.09,55.3,-2.19,-2.19,-2.16,-2.19,6,297,-1.27,-1.55,-2.12,-1.64,-0.15,-0.21,-0.17,39.5,71.1
4,3,1946-7,1946,7,1.02,64,-2.02,-2.02,-0.18,-2.02,55,86,1.63,0.13,-0.68,-1.02,-0.48,-0.08,-0.09,47.5,80.5
4,3,1946-8,1946,8,0.09,64.8,-2.2,-2.2,-1.16,-2.2,69,75,-0.74,0.84,-0.25,-0.63,-0.64,-0.13,-0.07,46.5,83
4,3,1946-9,1946,9,0.38,55.2,-2.18,-2.18,-0.63,-2.18,0,298,-0.06,-0.54,0.41,-1.66,-1.55,-0.1,-0.05,38.2,72.1
4,3,1946-10,1946,10,1.26,41.3,-1.77,-1.77,0.56,-1.45,0,735,0.25,0.01,-0.23,-0.78,-1.04,-0.54,-0.02,28.1,54.4
4,3,1946-11,1946,11,4.6,34,-0.64,-0.64,2.83,0.99,0,930,1.37,1.2,1.1,0.91,0.22,-0.19,0.03,23.2,44.7
4,3,1946-12,1946,12,2.08,32.1,-0.81,-0.81,-0.69,0.46,0,1020,-0.26,0.56,0.53,0.58,-0.18,-0.8,0.04,22,42.1
4,3,1947-1,1947,1,0.62,26.8,-1.48,-1.48,-2.28,-1.09,0,1184,-1.52,-1.06,-0.19,-0.3,-0.5,-0.97,0,13.6,40
4,3,1947-2,1947,2,1.6,36.1,-1.83,-1.83,-1.49,-1.83,0,809,-0.54,-1.45,-1.31,-0.54,-0.62,-0.88,-0.4,23.4,48.8
4,3,1947-3,1947,3,2.14,38.3,-1.87,-1.87,-0.68,-1.87,0,828,-0.01,-0.53,-1.26,-0.51,-0.48,-1.01,-0.47,25.4,51.2
4,3,1947-4,1947,4,0.85,42.8,-2.08,-2.08,-1.22,-2.08,0,666,-0.62,-0.34,-0.76,-0.62,-0.7,-0.86,-0.45,29.1,56.6
4,3,1947-5,1947,5,0.93,53.7,-2.26,-2.26,-1.18,-2.26,7,358,-0.31,-0.78,-0.52,-1.44,-0.73,-0.81,-0.62,38.1,69.2
4,3,1947-6,1947,6,0.9,54.2,-2.13,-2.13,-0.31,-2.13,0,328,0.38,-0.15,-0.58,-1.36,-0.64,-0.61,-0.66,40.2,68.2
4,3,1947-7,1947,7,0.01,60.8,-2.29,-2.29,-1.14,-2.29,20,150,-1.94,-0.16,-0.47,-0.96,-0.73,-0.81,-0.7,42.5,79.1
4,3,1947-8,1947,8,0.2,60.4,-2.22,-2.22,-0.51,-2.22,19,161,-0.2,-1.21,-0.37,-0.65,-1.52,-0.78,-0.72,42.9,78
4,3,1947-9,1947,9,0.16,57.6,-2.38,-2.38,-1.15,-2.38,8,230,-0.71,-0.8,-1.42,-1.15,-1.73,-0.8,-0.72,39.4,75.8
4,3,1947-10,1947,10,2.19,47.3,-1.63,-1.63,1.51,-0.91,0,549,0.99,0.58,0.42,-0.14,-0.67,-0.62,-0.91,34.6,60
4,3,1947-11,1947,11,0.84,31.9,-1.9,-1.9,-1.31,-1.69,0,993,-0.85,-0.05,-0.27,-0.5,-0.8,-1.49,-1.15,20.7,43
4,3,1947-12,1947,12,0.56,29.4,-2.61,-2.61,-2.73,-2.61,0,1104,-1.4,-1.5,-0.92,-1.34,-1.53,-2.15,-2,17.8,41
4,3,1948-1,1948,1,1.64,32.4,-3.17,-3.17,-2.49,-3.17,0,1011,-0.54,-1.33,-1.53,-1.34,-1.4,-1.7,-1.77,18.5,46.4
4,3,1948-2,1948,2,1.37,27.9,-3.7,-3.7,-2.56,-3.7,0,1039,-0.7,-1.01,-1.61,-1.53,-1.6,-1.78,-1.66,15.6,40.2
4,3,1948-3,1948,3,2.31,30.8,-3.46,-3.46,-0.42,-3.46,0,1060,0.1,-0.55,-0.87,-1.3,-1.61,-1.71,-1.75,19.6,42.1
4,3,1948-4,1948,4,3.72,37.4,1.34,-1.76,4.03,-0.1,0,828,1.85,0.97,0.26,-0.94,-0.84,-0.95,-1.28,26.8,48
4,3,1948-5,1948,5,1.99,45.5,1.77,-1.02,1.68,1.24,0,605,0.85,1.81,1.1,-0.53,-0.66,-0.76,-1.12,32.4,58.6
4,3,1948-6,1948,6,1.76,55.4,2.37,2.37,2.36,2.37,6,294,1.34,1.37,2.14,0.18,-0.37,-0.55,-0.89,40.7,70.1
4,3,1948-7,1948,7,0.06,61.6,2.69,2.69,1.7,2.69,26,132,-1.23,0.93,1.11,0.61,-0.62,-0.54,-1.04,44,79.3
4,3,1948-8,1948,8,0.05,60.1,2.52,2.52,0.3,2.52,17,169,-1.04,-1.91,0.5,1.1,-0.43,-0.56,-1.05,42.2,78
4,3,1948-9,1948,9,0.29,55.4,-0.13,2.12,-0.4,1.89,0,292,-0.28,-0.85,-1.34,1.48,0.01,-0.52,-1.05,38.1,72.6
4,3,1948-10,1948,10,0.92,46.4,-0.27,1.75,-0.45,1.27,0,577,-0.1,-0.39,-0.67,0.26,0.35,-0.77,-1.07,31.2,61.6
4,3,1948-11,1948,11,0.99,34.7,-0.74,1.07,-1.5,-0.09,0,909,-0.69,-0.75,-0.92,-0.63,0.44,-0.78,-1.62,22,47.4
4,3,1948-12,1948,12,3.27,24.2,-0.71,0.92,-0.13,-0.28,0,1265,0.3,-0.21,-0.31,-0.65,0.52,-0.26,-1.56,14.1,34.4
4,3,1949-1,1949,1,1.45,12.5,-1.31,-1.31,-2.01,-1.31,0,1628,-0.66,-0.28,-0.62,-0.88,-0.47,-0.39,-1.38,0.2,24.8
